POS NAME,STORE LOCATION,STATUS,DATE ACTIVATION,PURPLE KEY,REGION,TSM,Brand
Rulls Prince Hypermarket Camotes,Standalone,POS Operational,"August 18, 2024",MA9VNCJ,VISAYAS,Rona Jay Sinangote,Rulls
Rulls Kiosk Prince Sogod Cebu,Standalone,For Opening,"August 23, 2024",M6QAVYH,VISAYAS,Rona Jay Sinangote,Rulls
