POS NAME,STORE LOCATION,STATUS,DATE ACTIVATION,PURPLE KEY,REGION,TSM,Brand
Techlife Robinsons Galleria South,Robinsons Galleria South,For Opening,"July 26, 2024",MG63AK2,South Luzon 1 (A),Aubrey Lalong Isip,Rulls
Tecno Robinsons Galleria South,Robinsons Galleria South,For Opening,"July 26, 2024",M3L1GS0,South Luzon 1 (A),Aubrey Lalong Isip,Rulls
