POS NAME,STORE LOCATION,STATUS,DATE ACTIVATION,PURPLE KEY,REGION,TSM,Brand
Regs Fone Gadgets Poblacion,Standalone,POS Operational,"July 20, 2024",MW86XG3,NCR South 2,Grace Belarmino,Regs Fone
Regs Fone Gadgets Victory Mall,Standalone,For Opening,"July 26, 2024",MPBW61Y,NCR South 2,Grace Belarmino,Regs Fone
Home Along Lemery Event POS,Standalone,POS Operational,"July 20, 2024",MBWDAC0,South Luzon 3,Jan jan Dela Cruz,Home Along
