POS NAME,STORE LOCATION,STATUS,DATE ACTIVATION,PURPLE KEY,TERRITORY,TSM,Brand
KUM Noveleta,Shopping Center Noveleta,POS Operational,"August 23, 2024",MI1ENCY,Cavite GenTri,Ricky Sarayno,KUM Home Center
